,Unnamed: 0,screen_name,lang,created_at,fav_count,retweet_count,text,location
9,9,ari_014nugroho,in,2020-11-24 04:17:44,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Jogjakarta-Semarang
10,10,mrptrshn,in,2020-11-24 03:05:35,0,5,"RT @BKNgoid: Hai #SobatBKN, Kepala BKN Bima H. Wibisana menyerahkan Pertimbangan Teknis tentang Penugasan PNS di lingkungan BP Batam kepada…","Tanjung Pinang City, Indonesia"
11,11,bankdann,in,2020-11-23 10:57:04,0,387,"RT @BKNgoid: Selamat pagi, keberkahan u/ kita semua. 

Perlu #SobatBKN tahu, stl berkas #CPNS2018 diterima &amp; diverval oleh BKN, kami akan t…",
12,12,bankdann,in,2020-11-23 10:39:57,0,26,"RT @BKNgoid: #SobatBKN, Ka BKN, Bima Haria Wibisana menandatangani Surat Kepala No. K26-30/V 64-6/99 pd 6/5/2019 ttg tindak lanjut penetapa…",
13,13,eradedenzu,in,2020-11-23 10:08:04,0,5,"RT @BKNgoid: Hai #SobatBKN, Kepala BKN Bima H. Wibisana menyerahkan Pertimbangan Teknis tentang Penugasan PNS di lingkungan BP Batam kepada…",
14,14,marisaastri,in,2020-11-23 09:24:45,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",heaven
15,15,BETAWI_KOTA,in,2020-11-23 06:43:06,0,5,"RT @BKNgoid: Hai #SobatBKN, Kepala BKN Bima H. Wibisana menyerahkan Pertimbangan Teknis tentang Penugasan PNS di lingkungan BP Batam kepada…",
16,16,Handiafahru,in,2020-11-23 06:42:51,0,5,"RT @BKNgoid: Hai #SobatBKN, Kepala BKN Bima H. Wibisana menyerahkan Pertimbangan Teknis tentang Penugasan PNS di lingkungan BP Batam kepada…",Narmada
17,17,BKNgoid,in,2020-11-23 06:35:30,197,5,"Hai #SobatBKN, Kepala BKN Bima H. Wibisana menyerahkan Pertimbangan Teknis tentang Penugasan PNS di lingkungan BP B… https://t.co/8mkMmBre7e","Jakarta, Indonesia"
18,18,Rurur_ID,in,2020-11-23 02:58:04,0,66,RT @BKNgoid: Inga...Inga...Pascaterima notifikasi dari DocuDigital #SobatBKN hanya diberikan kesempatan satu kali untuk mengunggah ulang ke…,"Kota Yogyakarta, Yogyakarta"
19,19,Renzomme,in,2020-11-22 14:34:09,0,57,"RT @BKNgoid: #SobatBKN semua, Pilkada serentak tahun 2020 kian mendekat. Mimin mau ingatkan sejawat ASN agar tetap bersikap NETRAL selama r…","Purbalingga, Indonesia"
20,20,Komarud40072693,in,2020-11-22 13:57:11,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
21,21,bkn2surabaya,in,2020-11-22 09:39:36,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Sidoarjo, Surabaya"
22,22,HendiYochanan,in,2020-11-22 04:10:11,0,178,"RT @BKNgoid: Dalam masa pemberkasan CPNS2019 ini, #SobatBKN g perlu terlalu khwatir dg berkas yg sdh diunggah, apakah sdh memenuhi syarat /…",
23,23,HPrasetyob11,in,2020-11-21 23:58:22,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
24,24,Ranis99,in,2020-11-21 23:01:55,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
25,25,rieza_interisti,in,2020-11-21 22:26:50,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Medan
26,26,WiwikAn85883757,in,2020-11-21 18:32:07,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
27,27,Bimantara48,in,2020-11-21 17:00:18,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Surabaya, Indonesia ."
28,28,RembangBkd,in,2020-11-21 16:25:07,0,300,"RT @BKNgoid: #SobatBKN, Penetapan TMT Peserta Lulus Seleksi CPNS 2019 Bergantung Usul Masuk Instansi https://t.co/UubdX3JUJN",
29,29,Annisakhoriz,in,2020-11-21 15:12:02,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
30,30,ardianiputri230,in,2020-11-21 14:13:37,0,177,"RT @BKNgoid: ""Waktu mengajarkan betapa berharganya sebuah kesempatan"" ~SpongeBob 

Selamat malam #SobatBKN 

Istirahatkan lelah hari ini
Be…",Indonesia
31,31,updatecpns_com,in,2020-11-21 13:47:58,0,0,"#SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal… https://t.co/7uF0ZeNcBf",
32,32,GitaaSS,in,2020-11-21 13:26:12,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",West-central-east ind
33,33,Megayan48826771,in,2020-11-21 12:27:28,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
34,34,Renol_07,in,2020-11-21 11:39:48,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
35,35,_zzzaaa666,in,2020-11-21 11:37:47,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Yogyakarta, Indonesia"
36,36,katrimasinaga,in,2020-11-21 11:36:52,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Jakarta, Indonesia"
37,37,nmdtrynt,in,2020-11-21 10:36:50,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
38,38,eliaabeautyy,in,2020-11-21 09:56:18,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","medan,sumatra utara"
39,39,wattabi_,in,2020-11-21 09:13:50,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Kota Surabaya, Jawa Timur"
40,40,kppn_jayapura,in,2020-11-21 08:40:21,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Jayapura
41,41,Gbigboss2,in,2020-11-21 07:22:56,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
42,42,holikkurniawan_,in,2020-11-21 07:11:41,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Banggai
43,43,RendiSa03267539,in,2020-11-21 06:52:29,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Kalimantan Barat, Indonesia"
44,44,TornadoSinar,in,2020-11-21 06:50:05,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
45,45,Reginaddicts,in,2020-11-21 06:18:24,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","South Sumatra, Indonesia"
46,46,UtaryCarlina,in,2020-11-21 06:15:25,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Bandung, Indonesia"
47,47,thoyibfaisal,in,2020-11-21 06:03:23,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Banyuwangi, Indonesia"
48,48,liau93,in,2020-11-21 05:55:52,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Indonesia
49,49,Rurur_ID,in,2020-11-21 05:54:43,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Kota Yogyakarta, Yogyakarta"
50,50,medlistel_,in,2020-11-21 05:49:51,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Bengkulu, Indonesia"
51,51,riceinabowl131,in,2020-11-21 05:34:25,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Outer Space 🛸
52,52,agatachristy3,in,2020-11-21 05:34:01,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Tegal, Jawa Tengah"
53,53,LuckyEkki,in,2020-11-21 05:23:53,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Kota Palopo, Sulawesi Selatan"
54,54,andieeeeer,in,2020-11-21 05:15:02,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","ÜT: -5.1371669,119.4782981"
55,55,stqmhh,in,2020-11-21 05:08:24,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Banjarmasin
56,56,lintangtingtung,in,2020-11-21 05:07:48,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Surabaya, Indonesia"
57,57,melukisenjaaa,in,2020-11-21 05:03:03,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Deep Sea
58,58,erikphitoyo1,in,2020-11-21 05:02:48,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Madiun
59,59,SUPRIYA28039536,in,2020-11-21 04:55:39,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
60,60,martinyepe2,in,2020-11-21 04:45:41,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
61,61,Putrii96,in,2020-11-21 04:45:09,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
62,62,mayowiinatasya,in,2020-11-21 04:44:44,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
63,63,APENG_23,in,2020-11-21 04:43:00,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Mataram - Lombok - NTB
64,64,rizkadwisvra,in,2020-11-21 04:34:28,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Medan,Indonesia"
65,65,hacloudies,in,2020-11-21 04:34:03,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Sapphire Blue Ocean 
66,66,faridk1810,in,2020-11-21 04:27:44,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Purwokerto Selatan, Indonesia"
67,67,Beny_Hartanto89,in,2020-11-21 04:22:21,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Bondowoso
68,68,yonikaps,in,2020-11-21 04:21:38,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",
69,69,putribayu_,in,2020-11-21 04:20:23,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…","Jawa Barat, Indonesia"
70,70,UlfatulGold,in,2020-11-21 04:17:56,0,69,"RT @BKNgoid: #SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal https://t.co…",Indonesia
71,71,BKNgoid,in,2020-11-21 04:16:33,551,69,"#SobatBKN, Mimin mau ingetin buat kalian kalau hari ini adalah batas akhir pemberkasan online #CPNS2019 di portal… https://t.co/ZNlifAQGKj","Jakarta, Indonesia"
72,72,DekiSulkarnain,in,2020-11-20 19:34:10,0,66,RT @BKNgoid: Inga...Inga...Pascaterima notifikasi dari DocuDigital #SobatBKN hanya diberikan kesempatan satu kali untuk mengunggah ulang ke…,Kapuas hulu - kalimantan barat
73,73,Diviola1,in,2020-11-20 15:00:21,0,300,"RT @BKNgoid: #SobatBKN, Penetapan TMT Peserta Lulus Seleksi CPNS 2019 Bergantung Usul Masuk Instansi https://t.co/UubdX3JUJN",
74,74,Maulinamakhmul,in,2020-11-20 15:00:11,0,66,RT @BKNgoid: Inga...Inga...Pascaterima notifikasi dari DocuDigital #SobatBKN hanya diberikan kesempatan satu kali untuk mengunggah ulang ke…,
75,75,BKNgoid,in,2020-11-20 13:18:31,27,0,Berita mengenai Rapat Monitoring dan Evaluasi Triwulan III dan Perkiraan Capaian Kinerja Triwulan IV Tahun Anggaran… https://t.co/fq6GRl8lbz,"Jakarta, Indonesia"
76,76,SUPRIYA28039536,in,2020-11-20 10:05:42,0,1,RT @bkn2surabaya: Inga...Inga...Pascaterima notifikasi dari DocuDigital #SobatBKN hanya diberikan kesempatan satu kali untuk mengunggah ula…,
77,77,bkn2surabaya,in,2020-11-20 10:02:53,9,1,Inga...Inga...Pascaterima notifikasi dari DocuDigital #SobatBKN hanya diberikan kesempatan satu kali untuk mengungg… https://t.co/medZcUGtpq,"Sidoarjo, Surabaya"
78,78,hartonoan_,in,2020-11-20 05:55:57,0,300,"RT @BKNgoid: #SobatBKN, Penetapan TMT Peserta Lulus Seleksi CPNS 2019 Bergantung Usul Masuk Instansi https://t.co/UubdX3JUJN",
79,79,OnikSri,in,2020-11-20 05:54:42,0,178,"RT @BKNgoid: Dalam masa pemberkasan CPNS2019 ini, #SobatBKN g perlu terlalu khwatir dg berkas yg sdh diunggah, apakah sdh memenuhi syarat /…",
80,80,one_ipin,in,2020-11-20 03:55:43,0,66,RT @BKNgoid: Inga...Inga...Pascaterima notifikasi dari DocuDigital #SobatBKN hanya diberikan kesempatan satu kali untuk mengunggah ulang ke…,"Blitar, Jawa Timur"
0,0,PratiknaAnanta,in,2020-11-29 01:00:57,1,0,"Kapolres Kulonprogo beserta Staf dan Jajaran mengucapkan Selamat HUT KORPRI ke-49,
.
#HUTKORPRIKe49
#HUTKORPRI… https://t.co/HqkOQuCvoM",
1,1,LendahPolres,in,2020-11-29 00:36:25,0,0,"Kapolres Kulonprogo beserta Staf dan Jajaran mengucapkan Selamat HUT KORPRI ke-49,
 “Abdi Negara KORPRI berkontribu… https://t.co/0LRJVP82RX",
2,2,Gedeantaragmai1,in,2020-11-29 00:23:23,1,0,"Kapolres Kulonprogo beserta Staf dan Jajaran mengucapkan Selamat HUT KORPRI ke-49,
 “Abdi Negara KORPRI berkontribu… https://t.co/1KXF4nnZ0U",
3,3,kanimsurakarta,in,2020-11-28 13:30:28,0,0,"Tidak hanya glow up fisik, tapi glow up juga pelayanan petugasnya. Semoga glow up-nya kantor Miska ini bermanfaat b… https://t.co/iENvJenNDm","Surakarta, Jawa Tengah"
4,4,tribunkaltim,und,2020-11-28 03:56:49,0,0,"https://t.co/e9gmsqdna7
#gaji #asnkinibeda #PNS","Balikpapan, Indonesia"
5,5,toycrane1,in,2020-11-27 13:18:16,6,0,Terima kasih banyak dukungan dan doa baik2nya teman2 semua 🙏🙏🙏 semoga tdk ada korban seperti saya di tahun2 berikut… https://t.co/henMis7WdP,
6,6,tribunkaltim,und,2020-11-27 00:00:19,0,0,"https://t.co/W4pNpQ7hLF
#pppk #p3k #ASN #asnkinibeda","Balikpapan, Indonesia"
7,7,BPOM_Manokwari,in,2020-11-26 23:40:09,0,0,"Repost : #BPOM_RI
#SahabatBPOM, Badan POM selenggarakan Rapat Tinjauan Manajemen (RTM) terhadap implementasi Qualit… https://t.co/5IUFHMB1L7","Papua Barat, Indonesia"
8,8,BPOM_Manokwari,in,2020-11-26 08:38:20,0,0,"Repost : #BPOM_RI
Pengumuman Seleksi Terbuka Jabatan Kepala Biro Kerja Sama dan Hubungan Masyarakat
.
Informasi len… https://t.co/7BmJNhki7X","Papua Barat, Indonesia"
9,9,KABUPATENFAKFAK,in,2020-11-25 14:02:33,0,1,"RT @BPOM_Manokwari: Repost : #BPOM_RI
#SahabatBPOM, Selamat Hari Guru Nasional!
.
Terimakasih atas dedikasi para guru yang tak kenal lelah…","FAKFAK, WEST PAPUA INDONESIA"
10,10,dhikanoman,en,2020-11-25 09:21:59,0,0,"November

#myjob
#mylife
#ASNkinibeda 
#abdinegara https://t.co/DtDgkLTN8o",Jakarta Capital Region
11,11,BPOM_Manokwari,in,2020-11-25 07:03:56,0,1,"Repost : #BPOM_RI
#SahabatBPOM, Selamat Hari Guru Nasional!
.
Terimakasih atas dedikasi para guru yang tak kenal le… https://t.co/ITxn2TvYa3","Papua Barat, Indonesia"
12,12,BPOM_Manokwari,in,2020-11-25 07:02:03,0,0,"Repost : #BPOM_RI
#SahabatBPOM, hingga saat ini belum ada vaksin atau obat yang terbukti dapat mengobati atau mence… https://t.co/8JkSynWjL3","Papua Barat, Indonesia"
13,13,BPOM_Manokwari,in,2020-11-25 06:58:17,0,0,"Repost : #BPOM_RI
#SahabatBPOM, mengajarkan protokol kesehatan pada anak, adik, keponakan, sepupu yang masih kecil… https://t.co/mhgUW3S8YS","Papua Barat, Indonesia"
14,14,BPOM_Manokwari,in,2020-11-25 06:51:35,0,0,"Keluarga Besar Balai POM di Manokwari Mengucapkan:
Selamat Hari Guru Nasional, 25 November 2020.
.
#bpomri
#Selamat… https://t.co/84op71tm1A","Papua Barat, Indonesia"
15,15,bkpsdm_kota,in,2020-11-24 13:14:32,0,0,Penyemprotan desinfektan secara berkala pada gedung BKPSDM Kota Palangka Raya oleh tim Damkar sebagai langkah pence… https://t.co/6jgoScXdqj,JALAN G.OBOS XI
16,16,BPOM_Manokwari,in,2020-11-23 23:22:00,0,0,"Repost : @lokapom.sorong
Jumat (20/11), Loka POM di Kabupaten Sorong melaksanakan pemeriksaan ke salah satu Sarana… https://t.co/gwGsBqz8Y8","Papua Barat, Indonesia"
17,17,BPOM_Manokwari,in,2020-11-23 23:20:44,0,0,"Repost : @lokapom.sorong
Jumat (20/11), Loka POM di Kabupaten Sorong melaksanakan pemeriksaan ke Puskesmas Malawei… https://t.co/DAzkwmMFlm","Papua Barat, Indonesia"
18,18,BPOM_Manokwari,in,2020-11-23 23:19:19,0,0,"Repost : @lokapom.sorong
Kamis (19/11), Loka POM di Kabupaten Sorong melaksanakan pemeriksaan ke salah satu Sarana… https://t.co/vXX2iDtxkT","Papua Barat, Indonesia"
19,19,BPOM_Manokwari,in,2020-11-23 23:18:05,0,0,"Repost : @lokapom.sorong
Kamis (19/11), Loka POM di Kabupaten Sorong melaksanakan pemeriksaan ke Puskesmas Klasaman… https://t.co/r2UmYbusi6","Papua Barat, Indonesia"
20,20,BPOM_Manokwari,in,2020-11-23 23:16:25,0,0,"Repost : #BPOM_RI
#SahabatBPOM, Badan POM sedang menyiapkan Rancangan Peraturan Badan Pengawas Obat dan Makanan (Pe… https://t.co/DZMLfbjm9b","Papua Barat, Indonesia"
21,21,BPOM_Manokwari,in,2020-11-23 23:14:48,0,0,"Repost : #BPOM_RI
#SahabatBPOM, berikut penjelasan Badan POM mengenai Keamanan Produk Metformin
.
Selengkapnya dapa… https://t.co/K1HwhI8pym","Papua Barat, Indonesia"
22,22,BPOM_Manokwari,in,2020-11-23 23:13:01,0,0,"Repost : #BPOM_RI
#SahabatBPOM, berikut penjelasan Badan POM mengenai Pencabutan Emergency Use Authorization (EUA)… https://t.co/92yvozYfzo","Papua Barat, Indonesia"
23,23,ajisubekti90,in,2020-11-23 03:53:44,0,0,"@BKNgoid
@tjahjo_kumolo
@riekediahp
@kempanrb
@abiridwan2173
@DPR_RI

Silahkan disimak bagi yg memiliki power, semo… https://t.co/bGSpvhSU2g",Purwokerto
24,24,ajisubekti90,in,2020-11-21 14:17:46,4,0,@BKNgoid Dan hingga hari ini 21/11/2020 tidak ada jawaban dari sanggahan yg saya kirim. @kempanrb @tjahjo_kumolo… https://t.co/Yc36Ll58go,Purwokerto
25,25,BPOM_Manokwari,in,2020-11-20 04:48:41,0,0,"Masa pandemic cobvid-19 dan New Normal tidak menjadilkan masyarakat patah semangat, banyak bermunculan UMKM pangan.… https://t.co/WbkPsIr1xJ","Papua Barat, Indonesia"
